ReqID,구분,난이도,사전 조건,상세 구현 가이드,시나리오 단계,중요도,필요 기술 스택
ADM-002,ADM,중,ADM-001 버전관리 체계 운영,"기능: 운영자 계정, 시나리오 플로우, 배포 승인/공지 기능을 통합 제공한다. 로직/예외: 릴리스 노트 템플릿을 강제하고 승인자 서명 없이는 배포 상태 전환을 막는다. 입출력: 입력(release_note, approver, scenario_change) / 출력(release_status, notice). AC: 1) 승인 없는 배포 차단 2) 공지 조회 이력 기록 3) 긴급 공지 플래그 처리. 로그/메트릭: unapproved_release_attempt, notice_publish_count. 보안/개인정보: 운영자 계정 MFA 미설정 시 승인 불가.",관리 콘솔 → 운영자 관리/배포 승인,Should,"Admin UI, Notification Service"
INT-001,INT,중,외부 시스템 API 스펙/인증키 확보,"기능: CRM 프로필, 주문 상태, 배송 추적 API를 표준 DTO로 연동한다. 로직/예외: 고객식별/주문번호/운송장 검증 후 외부 API 호출, 장애 시 캐시 또는 축약 응답으로 폴백한다. 입출력: 입력(customer_id, order_id, tracking_no) / 출력(crm_profile, order_status, shipment_timeline). AC: 1) 잘못된 식별자 검증 오류 처리 2) 외부 장애 시 서비스 연속성 유지 3) 상태코드 내부 표준 매핑. 로그/메트릭: crm_api_ms, order_api_ms, shipping_api_ms. 보안/개인정보: 타 고객 데이터 조회 차단 및 전송구간 암호화.",도구호출 → CRM/주문/배송 조회,Must,"REST Client, Spring Boot, Redis Cache"
SEC-001,SEC,중,인증 저장소 및 키 관리 준비,"기능: JWT 인증, refresh, 세션 만료 정책을 적용한다. 로직/예외: Access/Refresh 수명 분리, refresh 재사용 공격 차단, 실패 누적 시 계정 잠금을 수행한다. 입출력: 입력(credentials or token) / 출력(jwt_pair, auth_status). AC: 1) 만료 토큰 401 일관 처리 2) 잠금/해제 이벤트 기록 3) refresh 토큰 재사용 차단. 로그/메트릭: auth_fail_count, token_refresh_rate. 보안/개인정보: 서명키 회전과 강제 로그아웃 지원.",시스템 진입 → 인증/인가,Must,"Spring Security, JWT, Redis"
UI-008,UI,중,UI 디자인 토큰/컴포넌트 표준화,"기능: ARIA, 키보드 내비게이션, 모바일 반응형 레이아웃을 제공한다. 로직/예외: 핵심 컴포넌트 role/aria-* 적용, 포커스 트랩 유지, 360px~1440px 브레이크포인트에서 자동 레이아웃 전환한다. 입출력: 입력(viewport, keyboard_event) / 출력(accessible_ui_state). AC: 1) 탭 순서와 시각 순서 일치 2) 스크린리더로 새 메시지 읽기 가능 3) 모바일 키보드 오버레이 시 입력창 가림 없음. 로그/메트릭: a11y_violation_count, mobile_layout_shift. 보안/개인정보: 접근성 로그에 원문 메시지 저장 금지.",채팅 위젯 진입 → 접근성/모바일 대응,Must,"React, ARIA, CSS Grid/Flex"
AI-008,AI,중,ADM-001 정책 승인 플로우 운영,"기능: 프롬프트 템플릿 버전관리/승인/롤백을 제공한다. 로직/예외: draft-approved 상태머신으로 배포하고 미승인 버전은 운영 트래픽에 적용하지 않으며, 롤백 요청 시 즉시 이전 버전으로 복귀한다. 입출력: 입력(prompt_version, rollout_ratio) / 출력(active_version, rollout_status). AC: 1) 승인 없는 프롬프트 배포 차단 2) 버전별 성능/비용 비교 가능 3) 롤백 후 응답 안정성 회복. 로그/메트릭: prompt_switch_count, prompt_ab_delta. 보안/개인정보: 프롬프트 본문에 시크릿/고객식별자 하드코딩 금지.",관리 콘솔 → 프롬프트 버전 운영,Should,"Admin UI, Spring Boot, Config Versioning"
AI-009,AI,상,"AI-004, AI-005, SYS-004 구현 완료","기능: 구조화 JSON 스키마 + 인용 필수 + 서버 검증을 강제한다. 로직/예외: 스키마 실패/인용 누락/근거 부족 시 사용자 전송 금지(fail-closed). 입출력: 입력(model_output, evidence_set) / 출력(validated_answer or safe_response). AC: 1) 자유 텍스트 fallback 노출 금지 2) 허용 응답은 ""확인 필요/모름/추가 질문""만 3) 검증 실패율 감시 및 알림. 로그/메트릭: answer_contract_pass_rate, fail_closed_block_count. 보안/개인정보: 근거/로그/캐시 전 구간 PII 마스킹.",응답 생성 → Answer Contract Enforcement,Must,"Structured Output(JSON), JSON Schema Validator, Citation Service"
API-008,API,상,"API-007 공통 규약 적용, 게이트웨이 제한 정책 반영","기능: 입력/출력 토큰 제한, 툴호출 횟수 제한, 검색 TopK 제한, 세션 누적 예산을 적용한다. 로직/예외: 정책 초과 시 429/403 과 함께 안전 메시지를 반환하고 재시도 가능 조건을 안내한다. 입출력: 입력(request budget context) / 출력(policy_decision, http_status). AC: 1) 임계치 초과 요청 100% 차단 2) 에러코드와 사용자 안전메시지 일관성 3) 세션 예산 소진 시 즉시 종료 처리. 로그/메트릭: token_budget_exceeded_count, tool_budget_exceeded_count, topk_guard_trigger_count. 보안/개인정보: PII 마스킹 로그만 저장하고 과도한 요청 패턴을 우회 탐지로 감시한다.",공통 API 처리 → Token/Cost Abuse Guard,Must,"API Gateway, Redis, Budget Service, Policy Engine"
CCH-001,AI,중,ADM-001/ADM-002 승인 워크플로 구성,"기능: 승인된 답변을 저장하고 동일/유사 질문 반복 시 즉시 응답한다. 로직/예외: 정책/템플릿/KB 버전 키를 같이 저장하고 버전 불일치나 폐기 상태면 자동 무효화한다. 입출력: 입력(user_query, version_tuple) / 출력(cached_answer or miss). AC: 1) 버전 키 정합성 보장 2) 무효화 지연 최소화 3) 오래된 답변 노출 금지. 로그/메트릭: answer_bank_hit_rate, invalidation_count.",반복 질문 처리 → 승인 답변 저장소(Answer Bank),Must,"Redis/PostgreSQL, Versioned Answer Store, Cache Invalidation"
CCH-002,AI,중,"CCH-001, SYS-004 관측 구성","기능: semantic cache와 세션 요약 메모리를 활용해 응답 지연을 줄인다. 로직/예외: PII는 저장 제외하고 TTL/정책 기반으로 자동 파기한다. 오탐률 상승 시 캐시를 바이패스한다. 입출력: 입력(query_embedding, session_summary) / 출력(cache_decision, response_context). AC: 1) PII 저장 0건 2) TTL 만료/정책변경 시 무효화 3) 히트율·오탐률 지표 관측. 로그/메트릭: semantic_cache_hit_rate, false_positive_cache_rate.",반복 질문 처리 → Semantic Cache + 세션 요약 메모리,Must,"Redis, Vector Similarity, Session Summarizer"
OPS-003,OPS,상,"OPS-001, SYS-004, 장애대응 권한 분리","기능: 장애/악용 징후 발생 시 즉시조치(계정/IP 차단, 모델 키스위치, 정책/프롬프트/KB 롤백)를 실행한다. 로직/예외: 임계치 초과 알림 수신 후 runbook step을 순차 실행하고, 조치 실패 시 상위 에스컬레이션한다. 입출력: 입력(alert event) / 출력(action result, incident ticket). AC: 1) 즉시조치 실행 가능 2) 조치 이력 감사로그 필수 3) MTTD/MTTR 추적. 로그/메트릭: incident_count, runbook_success_rate, mttd_ms, mttr_ms.",운영 대응 → 즉시조치/런북,Must,"Dashboard, Alert Manager, Runbook, Kill-switch Controller"
ADM-003,ADM,상,"ADM-001, ADM-002 구성 완료","기능: 변경 전/후 diff 확인, 스테이징 검증, 롤아웃 비율 제어를 제공한다. 로직/예외: 승인 완료 후에만 카나리를 시작하고 장애 지표 초과 시 즉시 롤백한다. 입출력: 입력(change_set, rollout_ratio) / 출력(deploy_state, rollback_state). AC: 1) 미승인 배포 차단 2) 비율별 성능/품질 비교 3) 롤백 즉시 실행. 로그/메트릭: canary_pass_rate, rollback_count, config_diff_review_time.",관리 콘솔 → 정책/프롬프트/라우팅 프리뷰 + 점진배포(카나리),Must,"Config Versioning, Diff Viewer, Canary Rollout Controller"
UI-009,UI,중,UI-001~UI-004 구현 완료,"기능: 단축키, 원클릭 복사/삽입, 최근 응답 재사용, 근거 패널 빠른 토글을 제공한다. 로직/예외: 역할 기반으로 허용 기능을 제어하고 오탐 삽입 방지 검증을 수행한다. 입출력: 입력(shortcut/click action) / 출력(composed reply draft). AC: 1) 키보드만으로 핵심 작업 수행 2) 원클릭 삽입 실패율 최소화 3) 최근 응답 재사용 이력 추적. 로그/메트릭: shortcut_usage_count, copy_insert_success_rate, avg_handle_time_delta.",상담원 UX → 생산성 도구,Must,"React, Keyboard Shortcut Manager, Clipboard API, Local State Cache"
ADM-100,ADM,중,"SEC-002, SYS-004 적용","기능: Admin Console 모듈 신설 및 역할 분리(매니저/시스템 관리자). 로직/예외: 서버 RBAC를 최종 권위로 적용하고, 화면 노출과 API 권한을 분리한다. 입출력: role=MANAGER|SYSTEM_ADMIN, permission matrix. AC: 1) 매니저는 운영 중심 기능만 접근 2) 시스템 관리자는 플랫폼 설정 CRUD 가능 3) 권한 없는 호출은 403 4) 모든 관리자 CRUD는 TB_AUDIT_LOG 기록(trace_id 포함).",관리자 콘솔 > 공통 권한 정책,Must,"Spring Security RBAC, React Admin UI, PostgreSQL(TB_ROLE/TB_PERMISSION/TB_USER_ROLE/TB_AUDIT_LOG)"
OPS-102,OPS,중,TB_TENANT_PLAN/TB_TENANT_SUBSCRIPTION/TB_TENANT_QUOTA 운영 데이터 적재,"기능: 테넌트별 요금제/구독/쿼터/사용량/추정비용 리포트를 제공한다. 데이터 소스: TB_TENANT, TB_TENANT_PLAN, TB_TENANT_SUBSCRIPTION, TB_TENANT_QUOTA, TB_TENANT_USAGE_DAILY, TB_TENANT_USAGE_MONTHLY, TB_COST_RATE_CARD. RBAC: Manager=조회/경고 대응, System Admin=플랜/쿼터 변경 CRUD. AC: 1) 월/일 리포트 정확성 검증 2) quota breach 경고 3) 플랜/쿼터 변경 CRUD TB_AUDIT_LOG 기록.",관리자 콘솔 > 테넌트/플랜/구독/쿼터/사용량 리포트,Must,"React Grid, Spring Boot, PostgreSQL, Redis"
ADM-102,ADM,상,"SEC-003 시크릿 관리, LLM provider/model 기본 등록","기능: LLM Provider/Model/Route를 관리하고 Provider Key는 secret_ref만 저장한다. 데이터 소스: TB_LLM_PROVIDER, TB_LLM_MODEL, TB_LLM_ROUTE, TB_PROVIDER_KEY. RBAC: Manager=상태 조회/헬스 조회, System Admin=등록/수정/회전/활성화 CRUD. AC: 1) api_key 평문 저장/조회 금지 2) 라우팅 규칙 버전 전환/롤백 지원 3) 관련 CRUD가 TB_AUDIT_LOG에 trace_id 포함 저장.",관리자 콘솔 > 모델/키/라우팅 관리,Must,"Vault/KMS, Spring Boot, PostgreSQL, Security"
OPS-100,OPS,중,"SYS-004, OPS-001, TB_API_METRIC_HOURLY 집계 파이프라인 구성","기능: 트래픽/지연/에러/비용 대시보드를 제공한다. 데이터 소스: TB_API_METRIC_HOURLY, TB_OPS_EVENT, TB_ERROR_CATALOG, TB_GENERATION_LOG, TB_TOOL_CALL_LOG, TB_TENANT_USAGE_DAILY, TB_TENANT_USAGE_MONTHLY, TB_COST_RATE_CARD. RBAC: Manager=조회/필터/다운로드, System Admin=임계치/위젯 설정 CRUD. AC: 1) p50/p95/p99, error_rate, estimated_cost를 시간/테넌트 기준으로 조회 2) 권한 없는 설정 변경 403 3) 설정 변경 CRUD는 TB_AUDIT_LOG(actor, trace_id, diff) 기록.",관리자 콘솔 > 운영 대시보드,Must,"React Dashboard, Spring Boot, PostgreSQL, OTel/Micrometer"
OPS-103,OPS,중,"SYS-004 trace_id 전파, SEC-002 RBAC","기능: 관리자 영역 변경 이력을 trace_id 단위로 조회하고 before/after diff를 추적한다. 데이터 소스: TB_AUDIT_LOG, TB_OPS_EVENT, TB_ERROR_CATALOG. RBAC: Manager=조회 전용, System Admin=보존정책/마스킹 정책 변경. AC: 1) CRUD 행위자/역할/대상/trace_id 조회 가능 2) 누락 로그 탐지 알림 3) 관리자 CRUD 누락 시 저장 차단 정책 명시.",관리자 콘솔 > 감사 로그 조회/변경 이력 추적,Must,"OpenTelemetry, Audit pipeline, Spring Security"
OPS-101,OPS,상,"KB-001~KB-003, 인덱싱 워커 배포","기능: ingest job, index version, vector index status를 운영 화면에서 추적/제어한다. 데이터 소스: TB_KB, TB_KB_SOURCE, TB_KB_DOCUMENT, TB_KB_INGEST_JOB, TB_KB_INDEX_VERSION, TB_VECTOR_INDEX_STATUS, TB_KB_CHUNK_EMBEDDING. RBAC: Manager=재시도/상태 확인, System Admin=인덱스 활성 전환/폐기. AC: 1) 실패 원인과 재시도 이력 표시 2) 인덱스 스왑 이력 보존 3) 상태 변경 CRUD는 TB_AUDIT_LOG 기록.",관리자 콘솔 > KB/인덱싱 운영,Must,"PostgreSQL pgvector, Batch Worker, RAG ops"
ADM-101,ADM,상,"ADM-100, 승인 워크플로(state: draft/review/approved)","기능: 정책/템플릿/프롬프트 버전의 승인/배포/롤백을 관리한다. 데이터 소스: TB_POLICY, TB_POLICY_VERSION, TB_TEMPLATE, TB_TEMPLATE_VERSION, TB_PROMPT, TB_PROMPT_VERSION, TB_TEMPLATE_POLICY_MAP. RBAC: Manager=조회+승인요청, System Admin=최종 승인/활성 버전 전환/롤백. AC: 1) approved 버전만 운영 경로 사용 2) 배포/롤백 전후 diff 조회 3) 모든 CRUD/승인/롤백 이벤트 TB_AUDIT_LOG 기록.",관리자 콘솔 > 정책/템플릿/프롬프트 버전 관리,Must,"Spring Boot, React Admin, PostgreSQL, release-check"
ADM-004,ADM,상,TBD(근거: Summary of key features.csv ReqID=ADM-004),"기능: 질의 카테고리/근거 개수/길이/불확실 조건에 따라 모델을 선택하는 라우팅 룰을 관리자가 CRUD할 수 있다. AC: - 룰 변경 즉시 반영
- 특정 조건에서 API로 전환되는지 테스트
- 룰 이력/롤백 근거: Summary of key features.csv ReqID=ADM-004.","업무구분: 관리자, 운영관리",Should,"React, Spring Boot"
ADM-005,ADM,상,TBD(근거: Summary of key features.csv ReqID=ADM-005),"기능: 외부 API 시크릿 키는 암호화 저장 또는 Vault 연동(선택)으로 관리하고, 키 회전/폐기/적용을 지원한다. AC: - 키가 평문으로 DB에 저장되지 않음
- 키 변경 후 즉시 적용
- 키 접근 로그/Audit 기록 근거: Summary of key features.csv ReqID=ADM-005.","업무구분: 관리자, 운영관리",Should,Spring Boot
ADM-006,ADM,중,TBD(근거: Summary of key features.csv ReqID=ADM-006),"기능: 템플릿/정책/모델 변경이 발생하면 승인 후 배포되며, 상담원에게 변경 공지를 노출한다(선택). AC: - 승인 전에는 운영 반영되지 않음(선택: 스테이징/운영 분리)
- 배포 시 공지/변경요약 노출
- 변경 이력 조회 가능 근거: Summary of key features.csv ReqID=ADM-006.","업무구분: 관리자, 운영관리",Should,"React, Spring Boot"
ADM-007,ADM,상,TBD(근거: Summary of key features.csv ReqID=ADM-007),"기능: Enforce Preview -> Approval -> Canary -> Gradual rollout for all policy/prompt/routing changes. AC: - No production apply without approval
- Auto rollback on canary failure
- Full audit trail for approver/change/result 근거: Summary of key features.csv ReqID=ADM-007.","업무구분: 관리자, 운영관리",Must,Admin Console / Release Control
ETL-001,ETL,중,TBD(근거: Summary of key features.csv ReqID=ETL-001),"기능: 문서 업데이트 시 재청킹/재임베딩/재색인을 스케줄링하고 실패 재시도 규칙을 제공한다. AC: - 재색인 성공/실패 알림
- 재시도/부분 실패 처리 근거: Summary of key features.csv ReqID=ETL-001.","업무구분: 배치, 운영",Should,Spring Batch(선택)
LLM-001,LLM,상,TBD(근거: Summary of key features.csv ReqID=LLM-001),"기능: 동일한 Orchestrator에서 Ollama/외부 API를 선택 호출할 수 있게 Provider 추상화를 구현한다. AC: - 설정 변경으로 Provider 전환 가능
- 동일 요청에 대해 응답 형식이 일관됨 근거: Summary of key features.csv ReqID=LLM-001.",업무구분: LLM,Should,"Spring AI, Ollama, External API"
LLM-002,LLM,상,TBD(근거: Summary of key features.csv ReqID=LLM-002),"기능: 불확실/근거부족/고난도 질의 시 API로 에스컬레이션하는 규칙을 제공한다. AC: - 조건 충족 시 API로 전환
- 비용/지연시간 로그 확인 가능 근거: Summary of key features.csv ReqID=LLM-002.",업무구분: LLM,Must,Spring Boot
LLM-003,LLM,상,TBD(근거: Summary of key features.csv ReqID=LLM-003),"기능: 모델 호출 실패 시 대체 모델로 전환하고, 재시도/타임아웃 정책을 제공한다. AC: - 타임아웃 발생 시 폴백 동작
- 재시도 횟수/지수 백오프 적용 근거: Summary of key features.csv ReqID=LLM-003.",업무구분: LLM,Must,Spring Boot
MCP-001,MCP,상,TBD(근거: Summary of key features.csv ReqID=MCP-001),"기능: Out of MVP scope. Move to Phase 2~3 after security/performance/operability controls (allowlist, timeout, audit) are validated. AC: - Not included in Phase 1 release
- Pilot validation in Phase 2 before gradual rollout
- Full audit trail for calls/failures/retries 근거: Summary of key features.csv ReqID=MCP-001.",업무구분: MCP,Should,MCP Client / Gateway
MCP-002,MCP,상,TBD(근거: Summary of key features.csv ReqID=MCP-002),"기능: Out of MVP scope. Move to Phase 2~3 and apply after production transport standards (security/observability/recovery) are finalized. AC: - Not included in Phase 1 release
- Apply after transport and audit standards are approved
- Provide immediate block/bypass path on incident 근거: Summary of key features.csv ReqID=MCP-002.",업무구분: MCP,Should,SSE/HTTP / Observability
PERF-001,PERF,상,TBD(근거: Summary of key features.csv ReqID=PERF-001),"기능: Enforce production SLO: E2E 10~15s (max 15s), streaming first-token target 1~2s. Apply staged timeout and fail-closed fallback rules. AC: - P95 E2E <= 15s
- P95 first token <= 2s
- On timeout return safe response only (Need verification)
- Free-text fallback prohibited 근거: Summary of key features.csv ReqID=PERF-001.",업무구분: 운영품질,Must,APM / OpenTelemetry / Timeout Policy
RAG-001,RAG,상,TBD(근거: Summary of key features.csv ReqID=RAG-001),"기능: 상담원 질문을 받아 관련 문서를 검색하고, 근거를 인용하여 답변을 생성한다. AC: - 답변에 근거(문서/조항) 포함
- 근거 0개면 '확인 필요/추가 질문'로 응답 근거: Summary of key features.csv ReqID=RAG-001.","업무구분: AI상담, RAG",Must,"Spring AI, LLM(Ollama/API)"
RAG-002,RAG,상,TBD(근거: Summary of key features.csv ReqID=RAG-002),"기능: 카테고리별 금지 표현/필수 고지 문구를 정책으로 관리하고 답변에 적용한다. AC: - 정책 변경 즉시 반영(버전 관리)
- 금지 표현 포함 시 경고/재생성 근거: Summary of key features.csv ReqID=RAG-002.","업무구분: AI상담, RAG",Must,"Spring Boot, Admin UI"
RAG-003,RAG,상,TBD(근거: Summary of key features.csv ReqID=RAG-003),"기능: Apply Answer Contract as a production-mandatory rule. LLM output must include structured JSON schema fields and citations, and only validated responses are exposed to users. AC: - Block user delivery on schema validation failure / citation missing / insufficient evidence (fail-closed)
- Only allow safe alternatives: ""I do not know / Need verification / Ask follow-up""
- Free-text fallback is prohibited 근거: Summary of key features.csv ReqID=RAG-003.","업무구분: AI상담, RAG",Must,Spring AI / JSON Schema Validator
SEC-004,SEC,상,TBD(근거: Summary of key features.csv ReqID=SEC-004),"기능: Prevent abuse such as token drain, rapid-fire requests, and long streaming occupation through hard limits on I/O tokens, tool calls, TopK, session budget, and concurrent streams. AC: - Per-user/tenant quota enforcement with 429/block
- Session budget hard-stop
- Detect bypass attempts and audit all events 근거: Summary of key features.csv ReqID=SEC-004.","업무구분: 보안, 인증",Must,Rate Limiter / WAF / Redis
TMP-001,TMP,상,TBD(근거: Summary of key features.csv ReqID=TMP-001),"기능: Template recommendation is triggered only by explicit button action, with anti-abuse controls (cooldown, per-session cap, token budget). AC: - Button cooldown (e.g., 3-5s)
- Per-session invocation cap + token budget guard
- On limit breach: block response + audit log
- Recommendation tool must not run in default chat flow 근거: Summary of key features.csv ReqID=TMP-001.",업무구분: 상담템플릿,Must,Spring AI @Tool / Redis
TMP-002,TMP,상,TBD(근거: Summary of key features.csv ReqID=TMP-002),"기능: 근거/질문/LLM 결과에서 변수(주문번호/정책조항 등)를 추출해 템플릿에 치환하고, 미존재 변수는 빈칸/가이드로 남긴다. AC: - 치환 성공/미존재 변수 처리
- PII는 마스킹된 형태로만 채움
- 치환 결과가 너무 길면 요약/압축 규칙 적용(선택) 근거: Summary of key features.csv ReqID=TMP-002.",업무구분: 상담템플릿,Should,"Spring AI(선택), Java"
TMP-003,TMP,상,TBD(근거: Summary of key features.csv ReqID=TMP-003),"기능: 관리자 승인된 템플릿만 상담원 추천 대상으로 사용한다(draft/approved/deprecated). AC: - 승인 전 템플릿은 추천 목록 제외
- 버전 변경 이력 조회/롤백 근거: Summary of key features.csv ReqID=TMP-003.",업무구분: 상담템플릿,Must,"Admin UI, DB"
TMP-004,TMP,상,TBD(근거: Summary of key features.csv ReqID=TMP-004),"기능: 템플릿을 상담 카테고리/정책(필수/금지 문구 세트)과 매핑하여 추천/초안 생성 시 자동 적용한다. AC: - 카테고리 변경 시 추천 템플릿이 달라짐
- 필수 문구 누락 시 경고 및 자동 삽입 근거: Summary of key features.csv ReqID=TMP-004.",업무구분: 상담템플릿,Must,"Spring Boot, Admin UI"
TMP-005,TMP,중,TBD(근거: Summary of key features.csv ReqID=TMP-005),"기능: 상담원이 어떤 템플릿을 사용했는지, 수정했는지, 만족도/피드백을 로그로 남겨 템플릿 개선에 활용한다. AC: - 템플릿 사용/미사용 이벤트 기록
- 템플릿 적용 후 편집 여부 기록
- 관리자 통계 화면에서 조회 가능(선택) 근거: Summary of key features.csv ReqID=TMP-005.",업무구분: 상담템플릿,Should,"Spring Boot, DB, React(선택)"
TOOL-001,TOOL,상,TBD(근거: Summary of key features.csv ReqID=TOOL-001),"기능: retrievePolicy, recommendTemplates 등 핵심 기능을 Tool로 정의하고 LLM이 필요 시 호출하도록 한다. AC: - LLM이 도구 호출 요청→서버가 메서드 실행→결과 반영
- 도구 결과는 JSON 직렬화로 전달 근거: Summary of key features.csv ReqID=TOOL-001.",업무구분: Tool호출,Must,Spring AI
TOOL-002,TOOL,상,TBD(근거: Summary of key features.csv ReqID=TOOL-002),"기능: tenantId/userRole/apiKeyRef 등 LLM에 노출 금지 정보를 ToolContext로 주입한다. AC: - ToolContext 값은 모델 입력에 포함되지 않음
- 테넌트/권한별 검색 결과가 분리됨 근거: Summary of key features.csv ReqID=TOOL-002.",업무구분: Tool호출,Must,Spring AI
TOOL-003,TOOL,상,TBD(근거: Summary of key features.csv ReqID=TOOL-003),"기능: 템플릿 추천은 LLM이 임의 호출하지 않도록 'UI 버튼 액션'에서만 실행되게 강제(서버에서 스코프 검증)한다. AC: - 일반 채팅 요청에서는 템플릿 추천 Tool 호출 불가
- 템플릿 추천 API는 특정 엔드포인트/스코프에서만 허용 근거: Summary of key features.csv ReqID=TOOL-003.",업무구분: Tool호출,Must,"Spring Boot, Spring Security"
API-403,API,중,SEC-002 RBAC 정책 및 SYS-003 공통 에러 포맷 적용,"기능: RBAC deny 발생 시 표준 403 에러 응답을 반환한다. 로직/예외: 권한 불일치 요청은 비즈니스 처리 전에 차단하고 trace_id/audit_id를 남긴다. 입출력: 입력(role, resource, action) / 출력(403 error_code, trace_id, audit_id). AC: 1) 권한 없는 호출 100% 403 2) 민감정보 비노출 3) 감사로그 연계 필수. 근거: google_ready_api_spec_v0.3_20260216.xlsx / 전체API목록 / COM-RBAC-403-RULE.",권한 없는 호출 → 403 표준 응답,Must,"Spring Security RBAC, API Error Contract, Audit Log"
